ID,model_modelCode,region_regionCode,orderType,submission_ID,inputNSP,exShowroomInput,actualNSP,helmet,transportation,dealerCost,otherExpenses,dealerMargin,helmetMargin,totalDealerMargin,ndp,basicPrice,gstAmount,exShowroomPrice,rtoPercent,rtoAmount,rtoWithBill,insuranceRate,insuranceAmount,tpaPa,insuranceGst,totalInsurance,onRoadPrice,referenceMTSModel_modelCode,mtsExShowroom,mtsOnRoad,miyExShowroomTotal,miyOnRoadTotal,expectedExShowroom,expectedOnRoad,incrementDealer,lowestMtsExShowroom,gemDiscountPercent,gemDiscountAmount,gemSubTotal,gemBasic,gemGstAmount,finalGemPrice,csdNsp,csdBasicExclHelmet,csdDiscountPercent,csdDiscountAmount,csdPreTaxNet,csdGstPercent,csdGstAmount,csdExShowroom,incidentalPercent,incidentalCharges,finalCsdPrice,csdOnRoad,status
10000000-0000-0000-0000-000000000011,RE-CLASSIC350,KA02,GeM,20000000-0000-0000-0000-000000000011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,RE-CLASSIC350,242562.00,267426.00,0.00,0.00,0.00,0.00,0.00,190000.00,0.1200,22800.00,167200.00,167200.00,0.00,167200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,APPROVED
10000000-0000-0000-0000-000000000012,RE-BULLET350,TN01,CSD,20000000-0000-0000-0000-000000000012,0.00,0.00,0.00,1200.00,1800.00,0.00,0.00,0.00,150.00,0.00,0.00,0.00,0.00,0.00,0.0800,16200.00,500.00,0.0350,7087.50,650.00,1239.06,8976.56,256176.56,RE-BULLET350,236208.00,268481.94,0.00,0.00,0.00,0.00,0.00,190000.00,0.00,0.00,0.00,0.00,0.00,0.00,175000.00,173800.00,0.1000,17380.00,156420.00,0.0500,7821.00,164241.00,0.0100,1642.41,165883.41,182583.41,APPROVED
10000000-0000-0000-0000-000000000013,RE-METEOR350,TN01,CSD,20000000-0000-0000-0000-000000000013,0.00,0.00,0.00,1200.00,1800.00,0.00,0.00,0.00,150.00,0.00,0.00,0.00,0.00,0.00,0.0800,18000.00,500.00,0.0350,7500.00,650.00,1307.50,9457.50,237457.50,RE-METEOR350,255462.00,287618.83,0.00,0.00,0.00,0.00,0.00,190000.00,0.00,0.00,0.00,0.00,0.00,0.00,190000.00,188800.00,0.1000,18880.00,169920.00,0.0500,8496.00,178416.00,0.0100,1784.16,180200.16,198200.16,APPROVED
10000000-0000-0000-0000-000000000014,RE-HIMALAYAN450,MH06,MTS,20000000-0000-0000-0000-000000000014,250000.00,0.00,250000.00,1350.00,2100.00,253450.00,600.00,25345.00,170.00,25515.00,278795.00,279565.00,55913.00,335478.00,0.0900,30193.02,800.00,0.0375,12580.43,700.00,1627.52,14907.95,381378.97,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,APPROVED
10000000-0000-0000-0000-000000000015,RE-INTERCEPTOR650,DL09,MTS,20000000-0000-0000-0000-000000000015,300000.00,0.00,300000.00,1400.00,2200.00,303600.00,650.00,30360.00,180.00,30540.00,333960.00,335250.00,67050.00,402300.00,0.0900,36207.00,900.00,0.0400,16092.00,750.00,1696.68,18538.68,457945.68,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,APPROVED
10000000-0000-0000-0000-000000000016,RE-CONTINENTAL650,TN01,MTO,20000000-0000-0000-0000-000000000016,310000.00,0.00,312000.00,1200.00,1800.00,315000.00,5500.00,25000.00,150.00,25150.00,346500.00,347150.00,69430.00,416580.00,0.0800,33326.40,900.00,0.0350,14580.30,650.00,1716.07,16946.37,467752.77,RE-CONTINENTAL650,416580.00,467752.77,12000.00,9000.00,428580.00,476000.00,2000.00,190000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,APPROVED
10000000-0000-0000-0000-000000000017,RE-SUPER-METEOR650,TN01,EV,20000000-0000-0000-0000-000000000017,0.00,390000.00,0.00,1200.00,1800.00,3000.00,500.00,18000.00,150.00,18150.00,3300.00,21650.00,4330.00,25980.00,0.0500,1299.00,350.00,0.0300,779.40,500.00,38.38,1317.78,28946.78,RE-SUPER-METEOR650,390000.00,450000.00,0.00,0.00,0.00,0.00,0.00,190000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,APPROVED
10000000-0000-0000-0000-000000000018,RE-SHOTGUN650,KA02,MTS,20000000-0000-0000-0000-000000000018,320000.00,0.00,320000.00,1250.00,1900.00,323150.00,520.00,32315.00,150.00,32465.00,355465.00,356135.00,71227.00,427362.00,0.1000,42736.20,950.00,0.0350,14957.67,650.00,1610.77,17218.44,488266.64,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,APPROVED
10000000-0000-0000-0000-000000000019,RE-BEAR650,KL03,MTS,20000000-0000-0000-0000-000000000019,290000.00,0.00,290000.00,1300.00,2000.00,293300.00,550.00,29330.00,160.00,29490.00,322630.00,323180.00,64636.00,387816.00,0.0900,34903.44,850.00,0.0375,14543.10,680.00,1668.37,16891.47,439610.91,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,APPROVED
10000000-0000-0000-0000-000000000020,RE-ELECTRIC350,TN01,EV,20000000-0000-0000-0000-000000000020,0.00,210000.00,0.00,1200.00,1800.00,3000.00,300.00,12000.00,150.00,12150.00,3300.00,15450.00,3090.00,18540.00,0.0500,927.00,300.00,0.0300,556.20,500.00,31.69,1087.89,20854.89,RE-ELECTRIC350,210000.00,235000.00,0.00,0.00,0.00,0.00,0.00,190000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,APPROVED
